"name.player","id.player","team","id.team","is.active_player","seasons.played","year.from","year.to","name.last","name.first","display_first_last","code.player","city.team","name.team","stem.team","code.team","games_played_flag","url.player"
"Jake Voskuhl",1314,NA,1,FALSE,8,2000,2008,"Voskuhl"," Jake","Jake Voskuhl","jake_voskuhl",NA,NA,NA,NA,"Y","1314http://stats.nba.com/player/#!/"
"Danny Vranes",3854,NA,1,FALSE,6,1981,1987,"Vranes"," Danny","Danny Vranes","HISTADD_danny_vranes",NA,NA,NA,NA,"Y","3854http://stats.nba.com/player/#!/"
"Slavko Vranes",1542,NA,1,FALSE,0,2003,2003,"Vranes"," Slavko","Slavko Vranes","old_slavko_vranes",NA,NA,NA,NA,"Y","1542http://stats.nba.com/player/#!/"
"Stojko Vrankovic",113,NA,1,FALSE,8,1990,1998,"Vrankovic"," Stojko","Stojko Vrankovic","HISTADD_stojko_vrankovic",NA,NA,NA,NA,"Y","113http://stats.nba.com/player/#!/"
"Brett Vroman",3855,NA,1,FALSE,0,1980,1980,"Vroman"," Brett","Brett Vroman","HISTADD_brett_vroman",NA,NA,NA,NA,"Y","3855http://stats.nba.com/player/#!/"
"Jackson Vroman",1614,NA,1,FALSE,1,2004,2005,"Vroman"," Jackson","Jackson Vroman","jackson_vroman",NA,NA,NA,NA,"Y","1614http://stats.nba.com/player/#!/"
"Nikola Vucevic",984,"23 16",18,TRUE,5,2011,2016,"Vucevic"," Nikola","Nikola Vucevic","nikola_vucevic",23,16,23,16,"Y","984http://stats.nba.com/player/#!/"
"Sasha Vujacic",1610,"21 14",17,TRUE,12,2004,2016,"Vujacic"," Sasha","Sasha Vujacic","sasha_vujacic",21,14,21,14,"Y","1610http://stats.nba.com/player/#!/"
"Dwyane Wade",1510,"17 10",13,TRUE,13,2003,2016,"Wade"," Dwyane","Dwyane Wade","dwyane_wade",17,10,17,10,"Y","1510http://stats.nba.com/player/#!/"
"Mark Wade",3856,NA,1,FALSE,2,1987,1989,"Wade"," Mark","Mark Wade","HISTADD_mark_wade",NA,NA,NA,NA,"Y","3856http://stats.nba.com/player/#!/"
"Von Wafer",48,NA,1,FALSE,6,2005,2011,"Wafer"," Von","Von Wafer","von_wafer",NA,NA,NA,NA,"Y","48http://stats.nba.com/player/#!/"
"Clint Wager",3857,NA,1,FALSE,0,1949,1949,"Wager"," Clint","Clint Wager","HISTADD_clint_wager",NA,NA,NA,NA,"Y","3857http://stats.nba.com/player/#!/"
"Dajuan Wagner",1439,NA,1,FALSE,4,2002,2006,"Wagner"," Dajuan","Dajuan Wagner","dajuan_wagner",NA,NA,NA,NA,"Y","1439http://stats.nba.com/player/#!/"
"Danny Wagner",3858,NA,1,FALSE,0,1949,1949,"Wagner"," Danny","Danny Wagner","HISTADD_danny_wagner",NA,NA,NA,NA,"Y","3858http://stats.nba.com/player/#!/"
"Milt Wagner",3859,NA,1,FALSE,3,1987,1990,"Wagner"," Milt","Milt Wagner","HISTADD_milt_wagner",NA,NA,NA,NA,"Y","3859http://stats.nba.com/player/#!/"
"Dion Waiters",1043,"22 27",25,TRUE,4,2012,2016,"Waiters"," Dion","Dion Waiters","dion_waiters",22,27,22,28,"Y","1043http://stats.nba.com/player/#!/"
"Granville Waiters",3860,NA,1,FALSE,4,1983,1987,"Waiters"," Granville","Granville Waiters","HISTADD_granville_waiters",NA,NA,NA,NA,"Y","3860http://stats.nba.com/player/#!/"
"Andre Wakefield",3861,NA,1,FALSE,1,1978,1979,"Wakefield"," Andre","Andre Wakefield","HISTADD_andre_wakefield",NA,NA,NA,NA,"Y","3861http://stats.nba.com/player/#!/"
"Neal Walk",3862,NA,1,FALSE,7,1969,1976,"Walk"," Neal","Neal Walk","HISTADD_neal_walk",NA,NA,NA,NA,"Y","3862http://stats.nba.com/player/#!/"
"Andy Walker",3863,NA,1,FALSE,0,1976,1976,"Walker"," Andy","Andy Walker","HISTADD_andy_walker",NA,NA,NA,NA,"Y","3863http://stats.nba.com/player/#!/"
"Antoine Walker",4105,NA,1,FALSE,11,1996,2007,"Walker"," Antoine","Antoine Walker","antoine_walker",NA,NA,NA,NA,"Y","4105http://stats.nba.com/player/#!/"
"Brady Walker",3864,NA,1,FALSE,3,1948,1951,"Walker"," Brady","Brady Walker","HISTADD_brady_walker",NA,NA,NA,NA,"Y","3864http://stats.nba.com/player/#!/"
"Chet Walker",3865,NA,1,FALSE,12,1962,1974,"Walker"," Chet","Chet Walker","HISTADD_chet_walker",NA,NA,NA,NA,"Y","3865http://stats.nba.com/player/#!/"
"Darrell Walker",3867,NA,1,FALSE,9,1983,1992,"Walker"," Darrell","Darrell Walker","HISTADD_darrell_walker",NA,NA,NA,NA,"Y","3867http://stats.nba.com/player/#!/"
"Foots Walker",3866,NA,1,FALSE,9,1974,1983,"Walker"," Foots","Foots Walker","HISTADD_foots_walker",NA,NA,NA,NA,"Y","3866http://stats.nba.com/player/#!/"
"Henry Walker",801,NA,1,FALSE,6,2008,2014,"Walker"," Henry","Henry Walker","henry_walker",NA,NA,NA,NA,"Y","801http://stats.nba.com/player/#!/"
"Horace Walker",3868,NA,1,FALSE,0,1961,1961,"Walker"," Horace","Horace Walker","HISTADD_horace_walker",NA,NA,NA,NA,"Y","3868http://stats.nba.com/player/#!/"
"Jimmy Walker",3869,NA,1,FALSE,8,1967,1975,"Walker"," Jimmy","Jimmy Walker","HISTADD_jimmy_walker",NA,NA,NA,NA,"Y","3869http://stats.nba.com/player/#!/"
"Kemba Walker",977,"5 11",31,TRUE,5,2011,2016,"Walker"," Kemba","Kemba Walker","kemba_walker",5,11,5,11,"Y","977http://stats.nba.com/player/#!/"
"Kenny Walker",3870,NA,1,FALSE,8,1986,1994,"Walker"," Kenny","Kenny Walker","HISTADD_kenny_walker",NA,NA,NA,NA,"Y","3870http://stats.nba.com/player/#!/"
"Phil Walker",3871,NA,1,FALSE,0,1977,1977,"Walker"," Phil","Phil Walker","HISTADD_phil_walker",NA,NA,NA,NA,"Y","3871http://stats.nba.com/player/#!/"
"Samaki Walker",4108,NA,1,FALSE,9,1996,2005,"Walker"," Samaki","Samaki Walker","samaki_walker",NA,NA,NA,NA,"Y","4108http://stats.nba.com/player/#!/"
"Wally Walker",3872,NA,1,FALSE,7,1976,1983,"Walker"," Wally","Wally Walker","HISTADD_wally_walker",NA,NA,NA,NA,"Y","3872http://stats.nba.com/player/#!/"
"John Wall",894,"31 31",29,TRUE,6,2010,2016,"Wall"," John","John Wall","john_wall",31,31,31,31,"Y","894http://stats.nba.com/player/#!/"
"Ben Wallace",156,NA,1,FALSE,15,1996,2011,"Wallace"," Ben","Ben Wallace","ben_wallace",NA,NA,NA,NA,"Y","156http://stats.nba.com/player/#!/"
"Gerald Wallace",1380,NA,1,FALSE,13,2001,2014,"Wallace"," Gerald","Gerald Wallace","gerald_wallace",NA,NA,NA,NA,"Y","1380http://stats.nba.com/player/#!/"
"John Wallace",4115,NA,1,FALSE,7,1996,2003,"Wallace"," John","John Wallace","john_wallace",NA,NA,NA,NA,"Y","4115http://stats.nba.com/player/#!/"
"Michael Wallace",3873,NA,1,FALSE,0,1946,1946,"Wallace"," Michael","Michael Wallace","HISTADD_red_wallace",NA,NA,NA,NA,"Y","3873http://stats.nba.com/player/#!/"
"Rasheed Wallace",1873,NA,1,FALSE,17,1995,2012,"Wallace"," Rasheed","Rasheed Wallace","rasheed_wallace",NA,NA,NA,NA,"Y","1873http://stats.nba.com/player/#!/"
"Dwight Waller",3874,NA,1,FALSE,0,1968,1968,"Waller"," Dwight","Dwight Waller","HISTADD_dwight_waller",NA,NA,NA,NA,"Y","3874http://stats.nba.com/player/#!/"
"Jamie Waller",3875,NA,1,FALSE,0,1987,1987,"Waller"," Jamie","Jamie Waller","HISTADD_jamie_waller",NA,NA,NA,NA,"Y","3875http://stats.nba.com/player/#!/"
"Jim Walsh",3876,NA,1,FALSE,0,1957,1957,"Walsh"," Jim","Jim Walsh","HISTADD_jim_walsh",NA,NA,NA,NA,"Y","3876http://stats.nba.com/player/#!/"
"Matt Walsh",79,NA,1,FALSE,0,2005,2005,"Walsh"," Matt","Matt Walsh","matt_walsh",NA,NA,NA,NA,"Y","79http://stats.nba.com/player/#!/"
"Rex Walters",3270,NA,1,FALSE,6,1993,1999,"Walters"," Rex","Rex Walters","rex_walters",NA,NA,NA,NA,"Y","3270http://stats.nba.com/player/#!/"
"Paul Walther",3877,NA,1,FALSE,5,1949,1954,"Walther"," Paul","Paul Walther","HISTADD_lefty_walther",NA,NA,NA,NA,"Y","3877http://stats.nba.com/player/#!/"
"Rabbit Walthour",3878,NA,1,FALSE,0,1953,1953,"Walthour"," Rabbit","Rabbit Walthour","HISTADD_rabbit_walthour",NA,NA,NA,NA,"Y","3878http://stats.nba.com/player/#!/"
"Bill Walton",3880,NA,1,FALSE,12,1974,1986,"Walton"," Bill","Bill Walton","HISTADD_bill_walton",NA,NA,NA,NA,"Y","3880http://stats.nba.com/player/#!/"
"Lloyd Walton",3879,NA,1,FALSE,4,1976,1980,"Walton"," Lloyd","Lloyd Walton","HISTADD_lloyd_walton",NA,NA,NA,NA,"Y","3879http://stats.nba.com/player/#!/"
"Luke Walton",1538,NA,1,FALSE,9,2003,2012,"Walton"," Luke","Luke Walton","luke_walton",NA,NA,NA,NA,"Y","1538http://stats.nba.com/player/#!/"
"Bobby Wanzer",3881,NA,1,FALSE,8,1948,1956,"Wanzer"," Bobby","Bobby Wanzer","HISTADD_bobby_wanzer",NA,NA,NA,NA,"Y","3881http://stats.nba.com/player/#!/"
"Perry Warbington",3882,NA,1,FALSE,0,1974,1974,"Warbington"," Perry","Perry Warbington","HISTADD_perry_warbington",NA,NA,NA,NA,"Y","3882http://stats.nba.com/player/#!/"
"Charlie Ward",1711,NA,1,FALSE,10,1994,2004,"Ward"," Charlie","Charlie Ward","charlie_ward",NA,NA,NA,NA,"Y","1711http://stats.nba.com/player/#!/"
"Gerry Ward",3883,NA,1,FALSE,3,1963,1966,"Ward"," Gerry","Gerry Ward","HISTADD_gerry_ward",NA,NA,NA,NA,"Y","3883http://stats.nba.com/player/#!/"
"Henry Ward",3884,NA,1,FALSE,0,1976,1976,"Ward"," Henry","Henry Ward","HISTADD_henry_ward",NA,NA,NA,NA,"Y","3884http://stats.nba.com/player/#!/"
"Casper Ware",1208,NA,1,FALSE,0,2013,2013,"Ware"," Casper","Casper Ware","casper_ware",NA,NA,NA,NA,"Y","1208http://stats.nba.com/player/#!/"
"Jim Ware",3885,NA,1,FALSE,1,1966,1967,"Ware"," Jim","Jim Ware","HISTADD_jim_ware",NA,NA,NA,NA,"Y","3885http://stats.nba.com/player/#!/"
"Ben Warley",3886,NA,1,FALSE,4,1962,1966,"Warley"," Ben","Ben Warley","HISTADD_ben_warley",NA,NA,NA,NA,"Y","3886http://stats.nba.com/player/#!/"
"Bob Warlick",3887,NA,1,FALSE,3,1965,1968,"Warlick"," Bob","Bob Warlick","HISTADD_bob_warlick",NA,NA,NA,NA,"Y","3887http://stats.nba.com/player/#!/"
"Cornell Warner",3888,NA,1,FALSE,6,1970,1976,"Warner"," Cornell","Cornell Warner","HISTADD_cornell_warner",NA,NA,NA,NA,"Y","3888http://stats.nba.com/player/#!/"
"Johnny Warren",3889,NA,1,FALSE,4,1969,1973,"Warren"," Johnny","Johnny Warren","HISTADD_johnny_warren",NA,NA,NA,NA,"Y","3889http://stats.nba.com/player/#!/"
"Tj Warren",1239,"25 26",21,TRUE,2,2014,2016,"Warren"," TJ","TJ Warren","tj_warren",25,26,25,27,"Y","1239http://stats.nba.com/player/#!/"
"Willie Warren",943,NA,1,FALSE,0,2010,2010,"Warren"," Willie","Willie Warren","willie_warren",NA,NA,NA,NA,"Y","943http://stats.nba.com/player/#!/"
"Bryan Warrick",3890,NA,1,FALSE,3,1982,1985,"Warrick"," Bryan","Bryan Warrick","HISTADD_bryan_warrick",NA,NA,NA,NA,"Y","3890http://stats.nba.com/player/#!/"
"Hakim Warrick",29,NA,1,FALSE,7,2005,2012,"Warrick"," Hakim","Hakim Warrick","hakim_warrick",NA,NA,NA,NA,"Y","29http://stats.nba.com/player/#!/"
"Chris Washburn",3891,NA,1,FALSE,1,1986,1987,"Washburn"," Chris","Chris Washburn","HISTADD_chris_washburn",NA,NA,NA,NA,"Y","3891http://stats.nba.com/player/#!/"
"Bobby Washington",3897,NA,1,FALSE,1,1970,1971,"Washington"," Bobby","Bobby Washington","HISTADD_bobby_washington",NA,NA,NA,NA,"Y","3897http://stats.nba.com/player/#!/"
"Darius Washington",676,NA,1,FALSE,0,2007,2007,"Washington"," Darius","Darius Washington","darius_washington",NA,NA,NA,NA,"Y","676http://stats.nba.com/player/#!/"
"Duane Washington",3892,NA,1,FALSE,5,1987,1992,"Washington"," Duane","Duane Washington","HISTADD_duane_washington",NA,NA,NA,NA,"Y","3892http://stats.nba.com/player/#!/"
"Dwayne Washington",3893,NA,1,FALSE,2,1986,1988,"Washington"," Dwayne","Dwayne Washington","HISTADD_pearl_washington",NA,NA,NA,NA,"Y","3893http://stats.nba.com/player/#!/"
"Eric Washington",266,NA,1,FALSE,1,1997,1998,"Washington"," Eric","Eric Washington","eric_washington",NA,NA,NA,NA,"Y","266http://stats.nba.com/player/#!/"
"Jim Washington",3894,NA,1,FALSE,10,1965,1975,"Washington"," Jim","Jim Washington","HISTADD_jim_washington",NA,NA,NA,NA,"Y","3894http://stats.nba.com/player/#!/"
"Kermit Washington",3895,NA,1,FALSE,14,1973,1987,"Washington"," Kermit","Kermit Washington","HISTADD_kermit_washington",NA,NA,NA,NA,"Y","3895http://stats.nba.com/player/#!/"
"Richard Washington",3896,NA,1,FALSE,5,1976,1981,"Washington"," Richard","Richard Washington","HISTADD_richard_washington",NA,NA,NA,NA,"Y","3896http://stats.nba.com/player/#!/"
"Stan Washington",3898,NA,1,FALSE,0,1974,1974,"Washington"," Stan","Stan Washington","HISTADD_stan_washington",NA,NA,NA,NA,"Y","3898http://stats.nba.com/player/#!/"
"Wilson Washington",3899,NA,1,FALSE,1,1977,1978,"Washington"," Wilson","Wilson Washington","HISTADD_wilson_washington",NA,NA,NA,NA,"Y","3899http://stats.nba.com/player/#!/"
"Darryl Watkins",745,NA,1,FALSE,4,2007,2011,"Watkins"," Darryl","Darryl Watkins","darryl_watkins",NA,NA,NA,NA,"Y","745http://stats.nba.com/player/#!/"
"Cj Watson",746,"23 16",18,TRUE,9,2007,2016,"Watson"," CJ","CJ Watson","cj_watson",23,16,23,16,"Y","746http://stats.nba.com/player/#!/"
"Earl Watson",1400,NA,1,FALSE,12,2001,2013,"Watson"," Earl","Earl Watson","earl_watson",NA,NA,NA,NA,"Y","1400http://stats.nba.com/player/#!/"
"Jamie Watson",1680,NA,1,FALSE,4,1994,1998,"Watson"," Jamie","Jamie Watson","HISTADD_jamie_watson",NA,NA,NA,NA,"Y","1680http://stats.nba.com/player/#!/"
"Ron Watts",3901,NA,1,FALSE,1,1965,1966,"Watts"," Ron","Ron Watts","HISTADD_ron_watts",NA,NA,NA,NA,"Y","3901http://stats.nba.com/player/#!/"
"Slick Watts",3900,NA,1,FALSE,5,1973,1978,"Watts"," Slick","Slick Watts","HISTADD_slick_watts",NA,NA,NA,NA,"Y","3900http://stats.nba.com/player/#!/"
"Maalik Wayns",1104,NA,1,FALSE,1,2012,2013,"Wayns"," Maalik","Maalik Wayns","maalik_wayns",NA,NA,NA,NA,"Y","1104http://stats.nba.com/player/#!/"
"David Wear",1281,NA,1,FALSE,0,2014,2014,"Wear"," David","David Wear","David_Wear",NA,NA,NA,NA,"Y","1281http://stats.nba.com/player/#!/"
"Travis Wear",1282,NA,1,FALSE,0,2014,2014,"Wear"," Travis","Travis Wear","travis_wear",NA,NA,NA,NA,"Y","1282http://stats.nba.com/player/#!/"
"Clar Weatherspoon",1367,NA,1,FALSE,12,1992,2004,"Weatherspoon"," Clar","Clar. Weatherspoon","clarence_weatherspoon",NA,NA,NA,NA,"Y","1367http://stats.nba.com/player/#!/"
"Nick Weatherspoon",3902,NA,1,FALSE,6,1973,1979,"Weatherspoon"," Nick","Nick Weatherspoon","HISTADD_spoon_weatherspoon",NA,NA,NA,NA,"Y","3902http://stats.nba.com/player/#!/"
"Kyle Weaver",794,NA,1,FALSE,2,2008,2010,"Weaver"," Kyle","Kyle Weaver","kyle_weaver",NA,NA,NA,NA,"Y","794http://stats.nba.com/player/#!/"
"Jeff Webb",3903,NA,1,FALSE,1,1970,1971,"Webb"," Jeff","Jeff Webb","HISTADD_jeff_webb",NA,NA,NA,NA,"Y","3903http://stats.nba.com/player/#!/"
"Marcus Webb",3904,NA,1,FALSE,0,1992,1992,"Webb"," Marcus","Marcus Webb","HISTADD_marcus_webb",NA,NA,NA,NA,"Y","3904http://stats.nba.com/player/#!/"
"Spud Webb",4050,NA,1,FALSE,12,1985,1997,"Webb"," Spud","Spud Webb","HISTADD_spud_webb",NA,NA,NA,NA,"Y","4050http://stats.nba.com/player/#!/"
"Chris Webber",525,NA,1,FALSE,14,1993,2007,"Webber"," Chris","Chris Webber","chris_webber",NA,NA,NA,NA,"Y","525http://stats.nba.com/player/#!/"
"Briante Weber",359,"17 10",13,TRUE,0,2015,2015,"Weber"," Briante","Briante Weber","Briante_Weber",17,10,17,10,"Y","359http://stats.nba.com/player/#!/"
"Forest Weber",3905,NA,1,FALSE,0,1946,1946,"Weber"," Forest","Forest Weber","HISTADD_jake_weber",NA,NA,NA,NA,"Y","3905http://stats.nba.com/player/#!/"
"Jeff Webster",129,NA,1,FALSE,0,1995,1995,"Webster"," Jeff","Jeff Webster","HISTADD_jeff_webster",NA,NA,NA,NA,"Y","129http://stats.nba.com/player/#!/"
"Martell Webster",16,NA,1,FALSE,9,2005,2014,"Webster"," Martell","Martell Webster","martell_webster",NA,NA,NA,NA,"Y","16http://stats.nba.com/player/#!/"
"Marvin Webster",3906,NA,1,FALSE,10,1976,1986,"Webster"," Marvin","Marvin Webster","HISTADD_marvin_webster",NA,NA,NA,NA,"Y","3906http://stats.nba.com/player/#!/"
"Scott Wedman",3907,NA,1,FALSE,12,1974,1986,"Wedman"," Scott","Scott Wedman","HISTADD_scott_wedman",NA,NA,NA,NA,"Y","3907http://stats.nba.com/player/#!/"
"Sonny Weems",795,NA,1,FALSE,7,2008,2015,"Weems"," Sonny","Sonny Weems","sonny_weems",NA,NA,NA,NA,"Y","795http://stats.nba.com/player/#!/"
"Dick Wehr",3908,NA,1,FALSE,0,1948,1948,"Wehr"," Dick","Dick Wehr","HISTADD_dick_wehr",NA,NA,NA,NA,"Y","3908http://stats.nba.com/player/#!/"
"Brant Weidner",3909,NA,1,FALSE,0,1983,1983,"Weidner"," Brant","Brant Weidner","HISTADD_brant_weidner",NA,NA,NA,NA,"Y","3909http://stats.nba.com/player/#!/"
"Bob Weiss",3910,NA,1,FALSE,11,1965,1976,"Weiss"," Bob","Bob Weiss","HISTADD_bob_weiss",NA,NA,NA,NA,"Y","3910http://stats.nba.com/player/#!/"
"Rick Weitzman",3911,NA,1,FALSE,0,1967,1967,"Weitzman"," Rick","Rick Weitzman","HISTADD_rick_weitzman",NA,NA,NA,NA,"Y","3911http://stats.nba.com/player/#!/"
"Bonzi Wells",447,NA,1,FALSE,9,1998,2007,"Wells"," Bonzi","Bonzi Wells","bonzi_wells",NA,NA,NA,NA,"Y","447http://stats.nba.com/player/#!/"
"Bubba Wells",255,NA,1,FALSE,0,1997,1997,"Wells"," Bubba","Bubba Wells","HISTADD_bubba_wells",NA,NA,NA,NA,"Y","255http://stats.nba.com/player/#!/"
"Owen Wells",3912,NA,1,FALSE,0,1974,1974,"Wells"," Owen","Owen Wells","HISTADD_owen_wells",NA,NA,NA,NA,"Y","3912http://stats.nba.com/player/#!/"
"Ralph Wells",3913,NA,1,FALSE,0,1962,1962,"Wells"," Ralph","Ralph Wells","HISTADD_ralph_wells",NA,NA,NA,NA,"Y","3913http://stats.nba.com/player/#!/"
"Chris Welp",522,NA,1,FALSE,2,1987,1989,"Welp"," Chris","Chris Welp","HISTADD_chris_welp",NA,NA,NA,NA,"Y","522http://stats.nba.com/player/#!/"
"Jiri Welsch",1450,NA,1,FALSE,3,2002,2005,"Welsch"," Jiri","Jiri Welsch","jiri_welsch",NA,NA,NA,NA,"Y","1450http://stats.nba.com/player/#!/"
"Bill Wennington",4043,NA,1,FALSE,14,1985,1999,"Wennington"," Bill","Bill Wennington","HISTADD_bill_wennington",NA,NA,NA,NA,"Y","4043http://stats.nba.com/player/#!/"
"Matt Wenstrom",3914,NA,1,FALSE,0,1993,1993,"Wenstrom"," Matt","Matt Wenstrom","HISTADD_matt_wenstrom",NA,NA,NA,NA,"Y","3914http://stats.nba.com/player/#!/"
"Robert Werdann",1750,NA,1,FALSE,4,1992,1996,"Werdann"," Robert","Robert Werdann","robert_werdann",NA,NA,NA,NA,"Y","1750http://stats.nba.com/player/#!/"
"Ray Wertis",3915,NA,1,FALSE,1,1946,1947,"Wertis"," Ray","Ray Wertis","HISTADD_ray_wertis",NA,NA,NA,NA,"Y","3915http://stats.nba.com/player/#!/"
"David Wesley",190,NA,1,FALSE,13,1993,2006,"Wesley"," David","David Wesley","david_wesley",NA,NA,NA,NA,"Y","190http://stats.nba.com/player/#!/"
"Walt Wesley",3916,NA,1,FALSE,9,1966,1975,"Wesley"," Walt","Walt Wesley","HISTADD_walt_wesley",NA,NA,NA,NA,"Y","3916http://stats.nba.com/player/#!/"
"David West",1524,"28 25",24,TRUE,13,2003,2016,"West"," David","David West","david_west",28,25,28,26,"Y","1524http://stats.nba.com/player/#!/"
"Delonte West",1607,NA,1,FALSE,7,2004,2011,"West"," Delonte","Delonte West","delonte_west",NA,NA,NA,NA,"Y","1607http://stats.nba.com/player/#!/"
"Doug West",1634,NA,1,FALSE,11,1989,2000,"West"," Doug","Doug West","HISTADD_doug_west",NA,NA,NA,NA,"Y","1634http://stats.nba.com/player/#!/"
"Jerry West",3917,NA,1,FALSE,13,1960,1973,"West"," Jerry","Jerry West","HISTADD_jerry_west",NA,NA,NA,NA,"Y","3917http://stats.nba.com/player/#!/"
"Mario West",750,NA,1,FALSE,3,2007,2010,"West"," Mario","Mario West","mario_west",NA,NA,NA,NA,"Y","750http://stats.nba.com/player/#!/"
"Mark West",2691,NA,1,FALSE,16,1983,1999,"West"," Mark","Mark West","HISTADD_mark_west",NA,NA,NA,NA,"Y","2691http://stats.nba.com/player/#!/"
"Roland West",3918,NA,1,FALSE,0,1967,1967,"West"," Roland","Roland West","HISTADD_roland_west",NA,NA,NA,NA,"Y","3918http://stats.nba.com/player/#!/"
"Russell Westbrook",760,"22 27",25,TRUE,8,2008,2016,"Westbrook"," Russell","Russell Westbrook","russell_westbrook",22,27,22,28,"Y","760http://stats.nba.com/player/#!/"
"Paul Westphal",3920,NA,1,FALSE,11,1972,1983,"Westphal"," Paul","Paul Westphal","HISTADD_paul_westphal",NA,NA,NA,NA,"Y","3920http://stats.nba.com/player/#!/"
"John Wetzel",3921,NA,1,FALSE,8,1967,1975,"Wetzel"," John","John Wetzel","HISTADD_dupp_john_wetzel",NA,NA,NA,NA,"Y","3921http://stats.nba.com/player/#!/"
"Robert Whaley",59,NA,1,FALSE,0,2005,2005,"Whaley"," Robert","Robert Whaley","robert_whaley",NA,NA,NA,NA,"Y","59http://stats.nba.com/player/#!/"
"Ennis Whatley",4095,NA,1,FALSE,13,1983,1996,"Whatley"," Ennis","Ennis Whatley","HISTADD_ennis_whatley",NA,NA,NA,NA,"Y","4095http://stats.nba.com/player/#!/"
"Dejuan Wheat",270,NA,1,FALSE,1,1997,1998,"Wheat"," DeJuan","DeJuan Wheat","HISTADD_dejuan_wheat",NA,NA,NA,NA,"Y","270http://stats.nba.com/player/#!/"
"Clinton Wheeler",3922,NA,1,FALSE,1,1987,1988,"Wheeler"," Clinton","Clinton Wheeler","HISTADD_clinton_wheeler",NA,NA,NA,NA,"Y","3922http://stats.nba.com/player/#!/"
"Tyson Wheeler",486,NA,1,FALSE,0,1998,1998,"Wheeler"," Tyson","Tyson Wheeler","HISTADD_tyson_wheeler",NA,NA,NA,NA,"Y","486http://stats.nba.com/player/#!/"
"Lucian Whitaker",3923,NA,1,FALSE,0,1954,1954,"Whitaker"," Lucian","Lucian Whitaker","HISTADD_skippy_whitaker",NA,NA,NA,NA,"Y","3923http://stats.nba.com/player/#!/"
"Dj White",785,NA,1,FALSE,5,2008,2013,"White"," DJ","DJ White","dj_white",NA,NA,NA,NA,"Y","785http://stats.nba.com/player/#!/"
"Eric White",3924,NA,1,FALSE,1,1987,1988,"White"," Eric","Eric White","HISTADD_eric_white",NA,NA,NA,NA,"Y","3924http://stats.nba.com/player/#!/"
"Herb White",3925,NA,1,FALSE,0,1970,1970,"White"," Herb","Herb White","HISTADD_herb_white",NA,NA,NA,NA,"Y","3925http://stats.nba.com/player/#!/"
"Hubie White",3926,NA,1,FALSE,1,1962,1963,"White"," Hubie","Hubie White","HISTADD_hubie_white",NA,NA,NA,NA,"Y","3926http://stats.nba.com/player/#!/"
"Jahidi White",482,NA,1,FALSE,6,1998,2004,"White"," Jahidi","Jahidi White","jahidi_white",NA,NA,NA,NA,"Y","482http://stats.nba.com/player/#!/"
"James White",643,NA,1,FALSE,6,2006,2012,"White"," James","James White","james_white",NA,NA,NA,NA,"Y","643http://stats.nba.com/player/#!/"
"Jojo White",3927,NA,1,FALSE,11,1969,1980,"White"," Jojo","Jojo White","HISTADD_jojo_white",NA,NA,NA,NA,"Y","3927http://stats.nba.com/player/#!/"
"Randy White",518,NA,1,FALSE,4,1989,1993,"White"," Randy","Randy White","HISTADD_randy_white",NA,NA,NA,NA,"Y","518http://stats.nba.com/player/#!/"
"Rodney White",1363,NA,1,FALSE,3,2001,2004,"White"," Rodney","Rodney White","rodney_white",NA,NA,NA,NA,"Y","1363http://stats.nba.com/player/#!/"
"Rory White",3928,NA,1,FALSE,4,1982,1986,"White"," Rory","Rory White","HISTADD_rory_white",NA,NA,NA,NA,"Y","3928http://stats.nba.com/player/#!/"
"Royce White",1055,NA,1,FALSE,1,2012,2013,"White"," Royce","Royce White","royce_white",NA,NA,NA,NA,"Y","1055http://stats.nba.com/player/#!/"
"Rudy White",3929,NA,1,FALSE,5,1975,1980,"White"," Rudy","Rudy White","HISTADD_rudy_white",NA,NA,NA,NA,"Y","3929http://stats.nba.com/player/#!/"
"Terrico White",929,NA,1,FALSE,0,2010,2010,"White"," Terrico","Terrico White","terrico_white",NA,NA,NA,NA,"Y","929http://stats.nba.com/player/#!/"
"Tony White",3930,NA,1,FALSE,0,1987,1987,"White"," Tony","Tony White","HISTADD_tony_white",NA,NA,NA,NA,"Y","3930http://stats.nba.com/player/#!/"
"Willie White",3931,NA,1,FALSE,1,1984,1985,"White"," Willie","Willie White","HISTADD_willie_white",NA,NA,NA,NA,"Y","3931http://stats.nba.com/player/#!/"
"Isaiah Whitehead",400,NA,1,FALSE,0,2016,2016,"Whitehead"," Isaiah","Isaiah Whitehead","Isaiah_Whitehead",NA,NA,NA,NA,"Y","400http://stats.nba.com/player/#!/"
"Jerome Whitehead",3932,NA,1,FALSE,10,1978,1988,"Whitehead"," Jerome","Jerome Whitehead","HISTADD_jerome_whitehead",NA,NA,NA,NA,"Y","3932http://stats.nba.com/player/#!/"
"Donald Whiteside",167,NA,1,FALSE,1,1996,1997,"Whiteside"," Donald","Donald Whiteside","HISTADD_donald_whiteside",NA,NA,NA,NA,"Y","167http://stats.nba.com/player/#!/"
"Hassan Whiteside",926,"17 10",13,TRUE,6,2010,2016,"Whiteside"," Hassan","Hassan Whiteside","hassan_whiteside",17,10,17,10,"Y","926http://stats.nba.com/player/#!/"
