"name.player","id.player","team","id.team","is.active_player","seasons.played","year.from","year.to","name.last","name.first","display_first_last","code.player","city.team","name.team","stem.team","code.team","games_played_flag","url.player"
"Art Collins",2216,NA,1,FALSE,0,1980,1980,"Collins"," Art","Art Collins","HISTADD_art_collins",NA,NA,NA,NA,"Y","2216http://stats.nba.com/player/#!/"
"Don Collins",2217,NA,1,FALSE,6,1980,1986,"Collins"," Don","Don Collins","HISTADD_don_collins",NA,NA,NA,NA,"Y","2217http://stats.nba.com/player/#!/"
"Doug Collins",2219,NA,1,FALSE,7,1973,1980,"Collins"," Doug","Doug Collins","HISTADD_dupp_doug_collins",NA,NA,NA,NA,"Y","2219http://stats.nba.com/player/#!/"
"James Collins",257,NA,1,FALSE,0,1997,1997,"Collins"," James","James Collins","HISTADD_james_collins",NA,NA,NA,NA,"Y","257http://stats.nba.com/player/#!/"
"Jarron Collins",1408,NA,1,FALSE,9,2001,2010,"Collins"," Jarron","Jarron Collins","jarron_collins",NA,NA,NA,NA,"Y","1408http://stats.nba.com/player/#!/"
"Jason Collins",1373,NA,1,FALSE,12,2001,2013,"Collins"," Jason","Jason Collins","jason_collins",NA,NA,NA,NA,"Y","1373http://stats.nba.com/player/#!/"
"Jimmy Collins",2218,NA,1,FALSE,1,1970,1971,"Collins"," Jimmy","Jimmy Collins","HISTADD_jimmy_collins",NA,NA,NA,NA,"Y","2218http://stats.nba.com/player/#!/"
"Mardy Collins",641,NA,1,FALSE,3,2006,2009,"Collins"," Mardy","Mardy Collins","mardy_collins",NA,NA,NA,NA,"Y","641http://stats.nba.com/player/#!/"
"Sherron Collins",954,NA,1,FALSE,0,2010,2010,"Collins"," Sherron","Sherron Collins","sherron_collins",NA,NA,NA,NA,"Y","954http://stats.nba.com/player/#!/"
"Darren Collison",841,"27 13",23,TRUE,7,2009,2016,"Collison"," Darren","Darren Collison","darren_collison",27,13,27,13,"Y","841http://stats.nba.com/player/#!/"
"Nick Collison",1518,"22 27",25,TRUE,13,2003,2016,"Collison"," Nick","Nick Collison","nick_collison",22,27,22,28,"Y","1518http://stats.nba.com/player/#!/"
"Joe Colone",2220,NA,1,FALSE,0,1948,1948,"Colone"," Joe","Joe Colone","HISTADD_bells_colone",NA,NA,NA,NA,"Y","2220http://stats.nba.com/player/#!/"
"Sean Colson",1352,NA,1,FALSE,2,2000,2002,"Colson"," Sean","Sean Colson","HISTADD_sean_colson",NA,NA,NA,NA,"Y","1352http://stats.nba.com/player/#!/"
"Steve Colter",1672,NA,1,FALSE,10,1984,1994,"Colter"," Steve","Steve Colter","HISTADD_steve_colter",NA,NA,NA,NA,"Y","1672http://stats.nba.com/player/#!/"
"Leroy Combs",2221,NA,1,FALSE,0,1983,1983,"Combs"," Leroy","Leroy Combs","HISTADD_leroy_combs",NA,NA,NA,NA,"Y","2221http://stats.nba.com/player/#!/"
"Dallas Comegys",2222,NA,1,FALSE,1,1987,1988,"Comegys"," Dallas","Dallas Comegys","HISTADD_dallas_comegys",NA,NA,NA,NA,"Y","2222http://stats.nba.com/player/#!/"
"Larry Comley",2223,NA,1,FALSE,0,1963,1963,"Comley"," Larry","Larry Comley","HISTADD_larry_comley",NA,NA,NA,NA,"Y","2223http://stats.nba.com/player/#!/"
"Gene Conley",2224,NA,1,FALSE,11,1952,1963,"Conley"," Gene","Gene Conley","HISTADD_gene_conley",NA,NA,NA,NA,"Y","2224http://stats.nba.com/player/#!/"
"Mike Conley",695,"16 8",28,TRUE,9,2007,2016,"Conley"," Mike","Mike Conley","mike_conley",16,8,16,8,"Y","695http://stats.nba.com/player/#!/"
"Ed Conlin",2225,NA,1,FALSE,6,1955,1961,"Conlin"," Ed","Ed Conlin","HISTADD_ed_conlin",NA,NA,NA,NA,"Y","2225http://stats.nba.com/player/#!/"
"Marty Conlon",1779,NA,1,FALSE,8,1991,1999,"Conlon"," Marty","Marty Conlon","HISTADD_marty_conlon",NA,NA,NA,NA,"Y","1779http://stats.nba.com/player/#!/"
"Pat Connaughton",336,"26 29",22,TRUE,1,2015,2016,"Connaughton"," Pat","Pat Connaughton","pat_connaughton",26,29,26,2,"Y","336http://stats.nba.com/player/#!/"
"Lester Conner",2226,NA,1,FALSE,12,1982,1994,"Conner"," Lester","Lester Conner","HISTADD_lester_conner",NA,NA,NA,NA,"Y","2226http://stats.nba.com/player/#!/"
"Chuck Connors",2227,NA,1,FALSE,1,1946,1947,"Connors"," Chuck","Chuck Connors","HISTADD_chuck_connors",NA,NA,NA,NA,"Y","2227http://stats.nba.com/player/#!/"
"Will Conroy",90,NA,1,FALSE,6,2006,2012,"Conroy"," Will","Will Conroy","will_conroy",NA,NA,NA,NA,"Y","90http://stats.nba.com/player/#!/"
"Anthony Cook",2228,NA,1,FALSE,5,1990,1995,"Cook"," Anthony","Anthony Cook","HISTADD_anthony_cook",NA,NA,NA,NA,"Y","2228http://stats.nba.com/player/#!/"
"Bert Cook",2229,NA,1,FALSE,0,1954,1954,"Cook"," Bert","Bert Cook","HISTADD_bert_cook",NA,NA,NA,NA,"Y","2229http://stats.nba.com/player/#!/"
"Bobby Cook",2233,NA,1,FALSE,0,1949,1949,"Cook"," Bobby","Bobby Cook","HISTADD_cookie_cook",NA,NA,NA,NA,"Y","2233http://stats.nba.com/player/#!/"
"Brian Cook",1530,NA,1,FALSE,8,2003,2011,"Cook"," Brian","Brian Cook","brian_cook",NA,NA,NA,NA,"Y","1530http://stats.nba.com/player/#!/"
"Daequan Cook",712,NA,1,FALSE,5,2007,2012,"Cook"," Daequan","Daequan Cook","daequan_cook",NA,NA,NA,NA,"Y","712http://stats.nba.com/player/#!/"
"Darwin Cook",2230,NA,1,FALSE,8,1980,1988,"Cook"," Darwin","Darwin Cook","HISTADD_darwin_cook",NA,NA,NA,NA,"Y","2230http://stats.nba.com/player/#!/"
"Jeff Cook",2231,NA,1,FALSE,8,1979,1987,"Cook"," Jeff","Jeff Cook","HISTADD_jeff_cook",NA,NA,NA,NA,"Y","2231http://stats.nba.com/player/#!/"
"Norm Cook",2232,NA,1,FALSE,1,1976,1977,"Cook"," Norm","Norm Cook","HISTADD_norm_cook",NA,NA,NA,NA,"Y","2232http://stats.nba.com/player/#!/"
"Omar Cook",1394,NA,1,FALSE,3,2001,2004,"Cook"," Omar","Omar Cook","omar_cook",NA,NA,NA,NA,"Y","1394http://stats.nba.com/player/#!/"
"David Cooke",2234,NA,1,FALSE,0,1985,1985,"Cooke"," David","David Cooke","HISTADD_david_cooke",NA,NA,NA,NA,"Y","2234http://stats.nba.com/player/#!/"
"Joe Cooke",2235,NA,1,FALSE,0,1970,1970,"Cooke"," Joe","Joe Cooke","HISTADD_joe_cooke",NA,NA,NA,NA,"Y","2235http://stats.nba.com/player/#!/"
"Jack Cooley",1278,NA,1,FALSE,0,2014,2014,"Cooley"," Jack","Jack Cooley","jack_cooley",NA,NA,NA,NA,"Y","1278http://stats.nba.com/player/#!/"
"Chuck Cooper",2237,NA,1,FALSE,5,1950,1955,"Cooper"," Chuck","Chuck Cooper","HISTADD_chuck_cooper",NA,NA,NA,NA,"Y","2237http://stats.nba.com/player/#!/"
"Duane Cooper",108,NA,1,FALSE,1,1992,1993,"Cooper"," Duane","Duane Cooper","HISTADD_duane_cooper",NA,NA,NA,NA,"Y","108http://stats.nba.com/player/#!/"
"Joe Cooper",2238,NA,1,FALSE,3,1981,1984,"Cooper"," Joe","Joe Cooper","HISTADD_joe_cooper",NA,NA,NA,NA,"Y","2238http://stats.nba.com/player/#!/"
"Michael Cooper",2239,NA,1,FALSE,11,1978,1989,"Cooper"," Michael","Michael Cooper","HISTADD_michael_cooper",NA,NA,NA,NA,"Y","2239http://stats.nba.com/player/#!/"
"Wayne Cooper",2236,NA,1,FALSE,13,1978,1991,"Cooper"," Wayne","Wayne Cooper","HISTADD_wayne_cooper",NA,NA,NA,NA,"Y","2236http://stats.nba.com/player/#!/"
"Tom Copa",2240,NA,1,FALSE,0,1991,1991,"Copa"," Tom","Tom Copa","HISTADD_tom_copa",NA,NA,NA,NA,"Y","2240http://stats.nba.com/player/#!/"
"Chris Copeland",1100,NA,1,FALSE,3,2012,2015,"Copeland"," Chris","Chris Copeland","chris_copeland",NA,NA,NA,NA,"Y","1100http://stats.nba.com/player/#!/"
"Hollis Copeland",2241,NA,1,FALSE,2,1979,1981,"Copeland"," Hollis","Hollis Copeland","HISTADD_hollis_copeland",NA,NA,NA,NA,"Y","2241http://stats.nba.com/player/#!/"
"Lanard Copeland",2242,NA,1,FALSE,2,1989,1991,"Copeland"," Lanard","Lanard Copeland","HISTADD_lanard_copeland",NA,NA,NA,NA,"Y","2242http://stats.nba.com/player/#!/"
"Tyrone Corbin",4053,NA,1,FALSE,15,1985,2000,"Corbin"," Tyrone","Tyrone Corbin","HISTADD_tyrone_corbin",NA,NA,NA,NA,"Y","4053http://stats.nba.com/player/#!/"
"Chris Corchiani",2243,NA,1,FALSE,2,1991,1993,"Corchiani"," Chris","Chris Corchiani","HISTADD_chris_corchiani",NA,NA,NA,NA,"Y","2243http://stats.nba.com/player/#!/"
"Ken Corley",2244,NA,1,FALSE,0,1946,1946,"Corley"," Ken","Ken Corley","HISTADD_ken_corley",NA,NA,NA,NA,"N","2244http://stats.nba.com/player/#!/"
"Ray Corley",2245,NA,1,FALSE,3,1949,1952,"Corley"," Ray","Ray Corley","HISTADD_ray_corley",NA,NA,NA,NA,"Y","2245http://stats.nba.com/player/#!/"
"Dave Corzine",2246,NA,1,FALSE,12,1978,1990,"Corzine"," Dave","Dave Corzine","HISTADD_dave_corzine",NA,NA,NA,NA,"Y","2246http://stats.nba.com/player/#!/"
"Larry Costello",2247,NA,1,FALSE,13,1954,1967,"Costello"," Larry","Larry Costello","HISTADD_larry_costello",NA,NA,NA,NA,"Y","2247http://stats.nba.com/player/#!/"
"Bryce Cotton",1256,"16 8",28,TRUE,1,2014,2015,"Cotton"," Bryce","Bryce Cotton","Bryce_Cotton",16,8,16,8,"Y","1256http://stats.nba.com/player/#!/"
"Jack Cotton",2248,NA,1,FALSE,0,1949,1949,"Cotton"," Jack","Jack Cotton","HISTADD_jack_cotton",NA,NA,NA,NA,"Y","2248http://stats.nba.com/player/#!/"
"James Cotton",253,NA,1,FALSE,1,1997,1998,"Cotton"," James","James Cotton","HISTADD_james_cotton",NA,NA,NA,NA,"Y","253http://stats.nba.com/player/#!/"
"John Coughran",2249,NA,1,FALSE,0,1979,1979,"Coughran"," John","John Coughran","HISTADD_john_coughran",NA,NA,NA,NA,"Y","2249http://stats.nba.com/player/#!/"
"Mel Counts",2250,NA,1,FALSE,11,1964,1975,"Counts"," Mel","Mel Counts","HISTADD_mel_counts",NA,NA,NA,NA,"Y","2250http://stats.nba.com/player/#!/"
"Steve Courtin",2251,NA,1,FALSE,0,1964,1964,"Courtin"," Steve","Steve Courtin","HISTADD_steve_courtin",NA,NA,NA,NA,"Y","2251http://stats.nba.com/player/#!/"
"Joe Courtney",204,NA,1,FALSE,4,1992,1996,"Courtney"," Joe","Joe Courtney","HISTADD_joe_courtney",NA,NA,NA,NA,"Y","204http://stats.nba.com/player/#!/"
"Marcus Cousin",960,NA,1,FALSE,0,2010,2010,"Cousin"," Marcus","Marcus Cousin","marcus_cousin",NA,NA,NA,NA,"Y","960http://stats.nba.com/player/#!/"
"Demarcus Cousins",898,"27 13",23,TRUE,6,2010,2016,"Cousins"," DeMarcus","DeMarcus Cousins","demarcus_cousins",27,13,27,13,"Y","898http://stats.nba.com/player/#!/"
"Bob Cousy",1783,NA,1,FALSE,19,1950,1969,"Cousy"," Bob","Bob Cousy","HISTADD_bob_cousy",NA,NA,NA,NA,"Y","1783http://stats.nba.com/player/#!/"
"Robert Covington",1159,"24 2",20,TRUE,3,2013,2016,"Covington"," Robert","Robert Covington","robert_covington",24,2,24,25,"Y","1159http://stats.nba.com/player/#!/"
"Dave Cowens",2252,NA,1,FALSE,12,1970,1982,"Cowens"," Dave","Dave Cowens","HISTADD_dave_cowens",NA,NA,NA,NA,"Y","2252http://stats.nba.com/player/#!/"
"John Cox",2253,NA,1,FALSE,0,1982,1982,"Cox"," John","John Cox","HISTADD_chubby_cox",NA,NA,NA,NA,"Y","2253http://stats.nba.com/player/#!/"
"Johnny Cox",2254,NA,1,FALSE,0,1962,1962,"Cox"," Johnny","Johnny Cox","HISTADD_johnny_cox",NA,NA,NA,NA,"Y","2254http://stats.nba.com/player/#!/"
"Wesley Cox",2255,NA,1,FALSE,1,1977,1978,"Cox"," Wesley","Wesley Cox","HISTADD_wesley_cox",NA,NA,NA,NA,"Y","2255http://stats.nba.com/player/#!/"
"Allen Crabbe",1130,"26 29",22,TRUE,3,2013,2016,"Crabbe"," Allen","Allen Crabbe","allen_crabbe",26,29,26,2,"Y","1130http://stats.nba.com/player/#!/"
"Chris Crawford",269,NA,1,FALSE,6,1997,2003,"Crawford"," Chris","Chris Crawford","chris_crawford",NA,NA,NA,NA,"Y","269http://stats.nba.com/player/#!/"
"Freddie Crawford",2256,NA,1,FALSE,4,1966,1970,"Crawford"," Freddie","Freddie Crawford","HISTADD_freddie_crawford",NA,NA,NA,NA,"Y","2256http://stats.nba.com/player/#!/"
"Jamal Crawford",1204,"14 7",11,TRUE,16,2000,2016,"Crawford"," Jamal","Jamal Crawford","jamal_crawford",14,7,14,7,"Y","1204http://stats.nba.com/player/#!/"
"Joe Crawford",805,NA,1,FALSE,0,2008,2008,"Crawford"," Joe","Joe Crawford","joe_crawford",NA,NA,NA,NA,"Y","805http://stats.nba.com/player/#!/"
"Jordan Crawford",920,NA,1,FALSE,3,2010,2013,"Crawford"," Jordan","Jordan Crawford","jordan_crawford",NA,NA,NA,NA,"Y","920http://stats.nba.com/player/#!/"
"Jim Creighton",2257,NA,1,FALSE,0,1975,1975,"Creighton"," Jim","Jim Creighton","HISTADD_jim_creighton",NA,NA,NA,NA,"Y","2257http://stats.nba.com/player/#!/"
"Ron Crevier",2258,NA,1,FALSE,0,1985,1985,"Crevier"," Ron","Ron Crevier","HISTADD_ron_crevier",NA,NA,NA,NA,"Y","2258http://stats.nba.com/player/#!/"
"Hal Crisler",2259,NA,1,FALSE,0,1946,1946,"Crisler"," Hal","Hal Crisler","HISTADD_hal_crisler",NA,NA,NA,NA,"Y","2259http://stats.nba.com/player/#!/"
"Joe Crispin",1418,NA,1,FALSE,0,2001,2001,"Crispin"," Joe","Joe Crispin","joseph_crispin",NA,NA,NA,NA,"Y","1418http://stats.nba.com/player/#!/"
"Charlie Criss",2260,NA,1,FALSE,7,1977,1984,"Criss"," Charlie","Charlie Criss","HISTADD_charlie_criss",NA,NA,NA,NA,"Y","2260http://stats.nba.com/player/#!/"
"Winston Crite",2261,NA,1,FALSE,1,1987,1988,"Crite"," Winston","Winston Crite","HISTADD_winston_crite",NA,NA,NA,NA,"Y","2261http://stats.nba.com/player/#!/"
"Javaris Crittenton",710,NA,1,FALSE,2,2007,2009,"Crittenton"," Javaris","Javaris Crittenton","javaris_crittenton",NA,NA,NA,NA,"Y","710http://stats.nba.com/player/#!/"
"Dillard Crocker",2262,NA,1,FALSE,4,1948,1952,"Crocker"," Dillard","Dillard Crocker","HISTADD_dillard_crocker",NA,NA,NA,NA,"Y","2262http://stats.nba.com/player/#!/"
"Jeffrey Crompton",2263,NA,1,FALSE,5,1978,1983,"Crompton"," Jeffrey","Jeffrey Crompton","HISTADD_geoff_crompton",NA,NA,NA,NA,"Y","2263http://stats.nba.com/player/#!/"
"Terry Crosby",2264,NA,1,FALSE,0,1979,1979,"Crosby"," Terry","Terry Crosby","HISTADD_terry_crosby",NA,NA,NA,NA,"Y","2264http://stats.nba.com/player/#!/"
"Austin Croshere",235,NA,1,FALSE,11,1997,2008,"Croshere"," Austin","Austin Croshere","austin_croshere",NA,NA,NA,NA,"Y","235http://stats.nba.com/player/#!/"
"Jeff Cross",2265,NA,1,FALSE,0,1985,1985,"Cross"," Jeff","Jeff Cross","HISTADD_jeff_cross",NA,NA,NA,NA,"Y","2265http://stats.nba.com/player/#!/"
"Pete Cross",2266,NA,1,FALSE,2,1970,1972,"Cross"," Pete","Pete Cross","HISTADD_pete_cross",NA,NA,NA,NA,"Y","2266http://stats.nba.com/player/#!/"
"Russell Cross",2267,NA,1,FALSE,0,1983,1983,"Cross"," Russell","Russell Cross","HISTADD_russell_cross",NA,NA,NA,NA,"Y","2267http://stats.nba.com/player/#!/"
"Francis Crossin",2268,NA,1,FALSE,2,1947,1949,"Crossin"," Francis","Francis Crossin","HISTADD_chink_crossin",NA,NA,NA,NA,"Y","2268http://stats.nba.com/player/#!/"
"John Crotty",500,NA,1,FALSE,10,1992,2002,"Crotty"," John","John Crotty","HISTADD_john_crotty",NA,NA,NA,NA,"Y","500http://stats.nba.com/player/#!/"
"Mark Crow",2269,NA,1,FALSE,0,1977,1977,"Crow"," Mark","Mark Crow","HISTADD_crow-bar_crow",NA,NA,NA,NA,"Y","2269http://stats.nba.com/player/#!/"
"Corey Crowder",2270,NA,1,FALSE,3,1991,1994,"Crowder"," Corey","Corey Crowder","HISTADD_corey_crowder",NA,NA,NA,NA,"Y","2270http://stats.nba.com/player/#!/"
"Jae Crowder",1074,"3 6",3,TRUE,4,2012,2016,"Crowder"," Jae","Jae Crowder","Jae_Crowder",3,6,4,6,"Y","1074http://stats.nba.com/player/#!/"
"Pat Cummings",2271,NA,1,FALSE,11,1979,1990,"Cummings"," Pat","Pat Cummings","HISTADD_pat_cummings",NA,NA,NA,NA,"Y","2271http://stats.nba.com/player/#!/"
"Terry Cummings",535,NA,1,FALSE,17,1982,1999,"Cummings"," Terry","Terry Cummings","HISTADD_terry_cummings",NA,NA,NA,NA,"Y","535http://stats.nba.com/player/#!/"
"Vonteego Cummings",565,NA,1,FALSE,3,1999,2002,"Cummings"," Vonteego","Vonteego Cummings","vonteego_cummings",NA,NA,NA,NA,"Y","565http://stats.nba.com/player/#!/"
"Billy Cunningham",2273,NA,1,FALSE,10,1965,1975,"Cunningham"," Billy","Billy Cunningham","HISTADD_billy_cunningham",NA,NA,NA,NA,"Y","2273http://stats.nba.com/player/#!/"
"Dante Cunningham",853,"20 21",5,TRUE,7,2009,2016,"Cunningham"," Dante","Dante Cunningham","dante_cunningham",20,21,20,21,"Y","853http://stats.nba.com/player/#!/"
"Dick Cunningham",2272,NA,1,FALSE,6,1968,1974,"Cunningham"," Dick","Dick Cunningham","HISTADD_dick_cunningham",NA,NA,NA,NA,"Y","2272http://stats.nba.com/player/#!/"
"Jared Cunningham",1063,NA,1,FALSE,3,2012,2015,"Cunningham"," Jared","Jared Cunningham","jared_cunningham",NA,NA,NA,NA,"Y","1063http://stats.nba.com/player/#!/"
"William Cunningham",125,NA,1,FALSE,1,1997,1998,"Cunningham"," William","William Cunningham","HISTADD_william_cunningham",NA,NA,NA,NA,"Y","125http://stats.nba.com/player/#!/"
"Radisav Curcic",2274,NA,1,FALSE,0,1992,1992,"Curcic"," Radisav","Radisav Curcic","HISTADD_radisav_curcic",NA,NA,NA,NA,"Y","2274http://stats.nba.com/player/#!/"
"Armand Cure",2275,NA,1,FALSE,0,1946,1946,"Cure"," Armand","Armand Cure","HISTADD_armand_cure",NA,NA,NA,NA,"Y","2275http://stats.nba.com/player/#!/"
"Earl Cureton",4094,NA,1,FALSE,16,1980,1996,"Cureton"," Earl","Earl Cureton","HISTADD_earl_cureton",NA,NA,NA,NA,"Y","4094http://stats.nba.com/player/#!/"
"Bill Curley",1387,NA,1,FALSE,6,1994,2000,"Curley"," Bill","Bill Curley","HISTADD_bill_curley",NA,NA,NA,NA,"Y","1387http://stats.nba.com/player/#!/"
"Fran Curran",2276,NA,1,FALSE,1,1948,1949,"Curran"," Fran","Fran Curran","HISTADD_fran_curran",NA,NA,NA,NA,"Y","2276http://stats.nba.com/player/#!/"
"Dell Curry",1332,NA,1,FALSE,15,1986,2001,"Curry"," Dell","Dell Curry","HISTADD_dell_curry",NA,NA,NA,NA,"Y","1332http://stats.nba.com/player/#!/"
"Eddy Curry",1358,NA,1,FALSE,11,2001,2012,"Curry"," Eddy","Eddy Curry","eddy_curry",NA,NA,NA,NA,"Y","1358http://stats.nba.com/player/#!/"
"Jameson Curry",736,NA,1,FALSE,2,2007,2009,"Curry"," JamesOn","JamesOn Curry","jameson_curry",NA,NA,NA,NA,"Y","736http://stats.nba.com/player/#!/"
"Michael Curry",1817,NA,1,FALSE,11,1993,2004,"Curry"," Michael","Michael Curry","michael_curry",NA,NA,NA,NA,"Y","1817http://stats.nba.com/player/#!/"
"Seth Curry",1193,"27 13",23,TRUE,3,2013,2016,"Curry"," Seth","Seth Curry","seth_curry",27,13,27,13,"Y","1193http://stats.nba.com/player/#!/"
"Stephen Curry",827,"11 30",9,TRUE,7,2009,2016,"Curry"," Stephen","Stephen Curry","stephen_curry",11,30,11,30,"Y","827http://stats.nba.com/player/#!/"
"Rastko Cvetkovic",1816,NA,1,FALSE,0,1995,1995,"Cvetkovic"," Rastko","Rastko Cvetkovic","HISTADD_rastko_cvetkovic",NA,NA,NA,NA,"Y","1816http://stats.nba.com/player/#!/"
"Mike D'antoni",2285,NA,1,FALSE,3,1973,1976,"D'Antoni"," Mike","Mike D'Antoni","HISTADD_mike_d'antoni",NA,NA,NA,NA,"Y","2285http://stats.nba.com/player/#!/"
"Ed Dahler",2277,NA,1,FALSE,0,1951,1951,"Dahler"," Ed","Ed Dahler","HISTADD_ed_dahler",NA,NA,NA,NA,"Y","2277http://stats.nba.com/player/#!/"
"Quintin Dailey",2278,NA,1,FALSE,9,1982,1991,"Dailey"," Quintin","Quintin Dailey","HISTADD_quintin_dailey",NA,NA,NA,NA,"Y","2278http://stats.nba.com/player/#!/"
"Samuel Dalembert",1381,NA,1,FALSE,13,2001,2014,"Dalembert"," Samuel","Samuel Dalembert","samuel_dalembert",NA,NA,NA,NA,"Y","1381http://stats.nba.com/player/#!/"
"Howie Dallmar",2279,NA,1,FALSE,2,1946,1948,"Dallmar"," Howie","Howie Dallmar","HISTADD_howie_dallmar",NA,NA,NA,NA,"Y","2279http://stats.nba.com/player/#!/"
"Erick Dampier",4109,NA,1,FALSE,15,1996,2011,"Dampier"," Erick","Erick Dampier","erick_dampier",NA,NA,NA,NA,"Y","4109http://stats.nba.com/player/#!/"
"Lou Dampier",2280,NA,1,FALSE,2,1976,1978,"Dampier"," Lou","Lou Dampier","HISTADD_lou_dampier",NA,NA,NA,NA,"Y","2280http://stats.nba.com/player/#!/"
"Bob Dandridge",2282,NA,1,FALSE,12,1969,1981,"Dandridge"," Bob","Bob Dandridge","HISTADD_bob_dandridge",NA,NA,NA,NA,"Y","2282http://stats.nba.com/player/#!/"
"Antonio Daniels",226,NA,1,FALSE,13,1997,2010,"Daniels"," Antonio","Antonio Daniels","antonio_daniels",NA,NA,NA,NA,"Y","226http://stats.nba.com/player/#!/"
"Erik Daniels",1646,NA,1,FALSE,0,2004,2004,"Daniels"," Erik","Erik Daniels","erik_daniels",NA,NA,NA,NA,"Y","1646http://stats.nba.com/player/#!/"
"Lloyd Daniels",197,NA,1,FALSE,5,1992,1997,"Daniels"," Lloyd","Lloyd Daniels","HISTADD_lloyd_daniels",NA,NA,NA,NA,"Y","197http://stats.nba.com/player/#!/"
"Marquis Daniels",1557,NA,1,FALSE,9,2003,2012,"Daniels"," Marquis","Marquis Daniels","marquis_daniels",NA,NA,NA,NA,"Y","1557http://stats.nba.com/player/#!/"
"Mel Daniels",2283,NA,1,FALSE,0,1976,1976,"Daniels"," Mel","Mel Daniels","HISTADD_mel_daniels",NA,NA,NA,NA,"Y","2283http://stats.nba.com/player/#!/"
"Troy Daniels",1199,"5 11",31,TRUE,3,2013,2016,"Daniels"," Troy","Troy Daniels","troy_daniels",5,11,5,11,"Y","1199http://stats.nba.com/player/#!/"
"Sasha Danilovic",1724,NA,1,FALSE,1,1995,1996,"Danilovic"," Sasha","Sasha Danilovic","HISTADD_sasha_danilovic",NA,NA,NA,NA,"Y","1724http://stats.nba.com/player/#!/"
"Adrian Dantley",2284,NA,1,FALSE,14,1976,1990,"Dantley"," Adrian","Adrian Dantley","HISTADD_adrian_dantley",NA,NA,NA,NA,"Y","2284http://stats.nba.com/player/#!/"
"Henry Darcey",2286,NA,1,FALSE,0,1952,1952,"Darcey"," Henry","Henry Darcey","HISTADD_pete_darcey",NA,NA,NA,NA,"Y","2286http://stats.nba.com/player/#!/"
"Jimmy Darden",2287,NA,1,FALSE,0,1949,1949,"Darden"," Jimmy","Jimmy Darden","HISTADD_jimmy_darden",NA,NA,NA,NA,"Y","2287http://stats.nba.com/player/#!/"
"Yinka Dare",1342,NA,1,FALSE,3,1994,1997,"Dare"," Yinka","Yinka Dare","HISTADD_yinka_dare",NA,NA,NA,NA,"Y","1342http://stats.nba.com/player/#!/"
"Jesse Dark",2288,NA,1,FALSE,0,1974,1974,"Dark"," Jesse","Jesse Dark","HISTADD_jesse_dark",NA,NA,NA,NA,"Y","2288http://stats.nba.com/player/#!/"
"Jimmy Darrow",2289,NA,1,FALSE,0,1961,1961,"Darrow"," Jimmy","Jimmy Darrow","HISTADD_jimmy_darrow",NA,NA,NA,NA,"Y","2289http://stats.nba.com/player/#!/"
"Gigi Datome",1187,NA,1,FALSE,1,2013,2014,"Datome"," Gigi","Gigi Datome","luigi_datome",NA,NA,NA,NA,"Y","1187http://stats.nba.com/player/#!/"
"Brad Daugherty",4076,NA,1,FALSE,7,1986,1993,"Daugherty"," Brad","Brad Daugherty","HISTADD_brad_daugherty",NA,NA,NA,NA,"Y","4076http://stats.nba.com/player/#!/"
"Kornel David",291,NA,1,FALSE,2,1998,2000,"David"," Kornel","Kornel David","HISTADD_kornel_david",NA,NA,NA,NA,"Y","291http://stats.nba.com/player/#!/"
"Jermareo Davidson",726,NA,1,FALSE,1,2007,2008,"Davidson"," Jermareo","Jermareo Davidson","jermareo_davidson",NA,NA,NA,NA,"Y","726http://stats.nba.com/player/#!/"
"Bob Davies",2290,NA,1,FALSE,6,1948,1954,"Davies"," Bob","Bob Davies","HISTADD_bob_davies",NA,NA,NA,NA,"Y","2290http://stats.nba.com/player/#!/"
"Brandon Davies",1194,NA,1,FALSE,1,2013,2014,"Davies"," Brandon","Brandon Davies","brandon_davies",NA,NA,NA,NA,"Y","1194http://stats.nba.com/player/#!/"
"Anthony Davis",1040,"20 21",5,TRUE,4,2012,2016,"Davis"," Anthony","Anthony Davis","anthony_davis",20,21,20,21,"Y","1040http://stats.nba.com/player/#!/"
"Antonio Davis",1347,NA,1,FALSE,12,1993,2005,"Davis"," Antonio","Antonio Davis","antonio_davis",NA,NA,NA,NA,"Y","1347http://stats.nba.com/player/#!/"
"Aubrey Davis",2291,NA,1,FALSE,0,1946,1946,"Davis"," Aubrey","Aubrey Davis","HISTADD_aubrey_davis",NA,NA,NA,NA,"Y","2291http://stats.nba.com/player/#!/"
"Baron Davis",541,NA,1,FALSE,12,1999,2011,"Davis"," Baron","Baron Davis","baron_davis",NA,NA,NA,NA,"Y","541http://stats.nba.com/player/#!/"
"Ben Davis",4140,NA,1,FALSE,3,1996,1999,"Davis"," Ben","Ben Davis","ben_davis",NA,NA,NA,NA,"Y","4140http://stats.nba.com/player/#!/"
"Bill Davis",2311,NA,1,FALSE,0,1946,1946,"Davis"," Bill","Bill Davis","HISTADD_bill_davis",NA,NA,NA,NA,"Y","2311http://stats.nba.com/player/#!/"
"Bob Davis",2308,NA,1,FALSE,0,1972,1972,"Davis"," Bob","Bob Davis","HISTADD_bob_davis",NA,NA,NA,NA,"Y","2308http://stats.nba.com/player/#!/"
"Brad Davis",2292,NA,1,FALSE,14,1977,1991,"Davis"," Brad","Brad Davis","HISTADD_brad_davis",NA,NA,NA,NA,"Y","2292http://stats.nba.com/player/#!/"
